Episode,Total Reward,Average Reward,Average Epsilon,Success Rate
0,-250.0,-1.838235294117647,1.0,0.0
2,-517.0,-3.7194244604316546,0.9994001799700056,0.0
4,-496.0,-3.7293233082706765,0.9988007197240766,0.0
6,-194.0,-1.564516129032258,0.998201619046423,0.0
8,-328.0,-2.2937062937062938,0.9976028777213525,0.0
10,-124.0,-0.8211920529801324,0.9970044955333297,0.0
12,-190.0,-1.3571428571428572,0.9964064722669269,0.0
14,-32.0,-0.2222222222222222,0.995808807706867,0.0
16,-77.0,-0.5202702702702703,0.9952115016379823,0.0
18,112.0,0.8421052631578947,0.9946145538452492,0.05263157894736842
20,-376.0,-2.5753424657534247,0.994017964113756,0.047619047619047616
22,-308.0,-2.0671140939597317,0.9934217322287398,0.043478260869565216
24,-128.0,-0.9624060150375939,0.9928258579755574,0.04
26,-516.0,-3.909090909090909,0.9922303411396871,0.037037037037037035
28,8.0,0.06201550387596899,0.9916351815067486,0.034482758620689655
30,-49.0,-0.3402777777777778,0.9910403788624806,0.03225806451612903
32,-169.0,-1.3739837398373984,0.9904459329927563,0.030303030303030304
34,-184.0,-1.4488188976377954,0.9898518436835786,0.02857142857142857
36,-114.0,-0.8201438848920863,0.9892581107210672,0.02702702702702703
38,402.0,2.851063829787234,0.9886647338914832,0.05128205128205128
40,136.0,0.912751677852349,0.9880717129812139,0.07317073170731707
42,-81.0,-0.5869565217391305,0.9874790477767623,0.06976744186046512
44,-18.0,-0.11842105263157894,0.986886738064783,0.06666666666666667
46,-230.0,-1.6666666666666667,0.986294783632032,0.06382978723404255
48,-224.0,-1.635036496350365,0.9857031842654147,0.061224489795918366
50,-140.0,-0.9271523178807947,0.9851119397519429,0.058823529411764705
52,-420.0,-3.065693430656934,0.9845210498787802,0.05660377358490566
54,-239.0,-1.707142857142857,0.9839305144332015,0.05454545454545454
56,-349.0,-2.643939393939394,0.9833403332026192,0.05263157894736842
58,-234.0,-1.7593984962406015,0.9827505059745617,0.05084745762711865
60,-177.0,-1.127388535031847,0.9821610325366901,0.04918032786885246
62,-137.0,-1.0,0.981571912676799,0.047619047619047616
64,-109.0,-0.7569444444444444,0.9809831461828075,0.046153846153846156
66,-498.0,-3.5319148936170213,0.9803947328427505,0.04477611940298507
68,-220.0,-1.6058394160583942,0.9798066724448059,0.043478260869565216
70,-105.0,-0.7894736842105263,0.9792189647772713,0.04225352112676056
72,-49.0,-0.3656716417910448,0.9786316096285673,0.0410958904109589
74,-270.0,-1.9285714285714286,0.978044606787253,0.04
76,-37.0,-0.29365079365079366,0.9774579560420031,0.03896103896103896
78,-233.0,-1.7786259541984732,0.9768716571816294,0.0379746835443038
80,-338.0,-3.2815533980582523,0.9762857099950535,0.037037037037037035
82,-51.0,-0.3493150684931507,0.975700114271338,0.03614457831325301
84,-165.0,-1.3095238095238095,0.9751148697996789,0.03529411764705882
86,101.0,0.6601307189542484,0.9745299763693723,0.04597701149425287
88,-118.0,-0.8676470588235294,0.9739454337698694,0.056179775280898875
90,-185.0,-1.434108527131783,0.9733612417907259,0.054945054945054944
92,148.0,1.112781954887218,0.9727774002216338,0.06451612903225806
94,-9.0,-0.061224489795918366,0.9721939088524197,0.06315789473684211
96,142.0,0.9861111111111112,0.9716107674730128,0.07216494845360824
98,-109.0,-0.9478260869565217,0.9710279758734962,0.0707070707070707
100,-35.0,-0.22012578616352202,0.970445533844052,0.06930693069306931
102,-235.0,-1.6319444444444444,0.9698634411750096,0.06796116504854369
104,-113.0,-0.8828125,0.9692816976568113,0.06666666666666667
106,-200.0,-1.5037593984962405,0.9687003030800306,0.07476635514018691
108,-296.0,-2.5739130434782607,0.9681192572353714,0.07339449541284404
110,-208.0,-1.475177304964539,0.9675385599136475,0.07207207207207207
112,101.0,0.6733333333333333,0.9669582109058115,0.07964601769911504
114,-287.0,-2.452991452991453,0.9663782100029403,0.0782608695652174
116,-255.0,-2.0078740157480315,0.9657985569962305,0.07692307692307693
118,-474.0,-3.1390728476821192,0.9652192516770034,0.07563025210084033
120,-122.0,-0.9606299212598425,0.9646402938367222,0.0743801652892562
122,-33.0,-0.2323943661971831,0.9640616832669477,0.07317073170731707
124,102.0,0.7083333333333334,0.9634834197593867,0.08
126,-142.0,-1.0070921985815602,0.9629055031058625,0.07874015748031496
128,76.0,0.5547445255474452,0.9623279330983329,0.07751937984496124
130,-351.0,-2.3557046979865772,0.9617507095288595,0.07633587786259542
